Lat,Long,Month,Period,Offense,Season
36.836334,-75.986796,MAY,EVENING,ASSAULT,SPRING
36.836334,-75.986796,JULY,NIGHT,ASSAULT,SUMMER
36.836334,-75.986796,AUGUST,MORNING,LARCENY,SUMMER
36.837226,-75.986802,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.837226,-75.986802,AUGUST,NIGHT,HIT & RUN,SUMMER
36.837226,-75.986802,FEBRUARY,AFTERNOON,ASSAULT,WINTER
36.837226,-75.986802,JULY,NIGHT,ASSAULT,SUMMER
36.749802,-75.986816,FEBRUARY,NIGHT,LARCENY,WINTER
36.749802,-75.986816,MARCH,MORNING,LARCENY,SPRING
36.835324,-75.98686,MARCH,NIGHT,ASSAULT,SPRING
36.835324,-75.98686,MARCH,MORNING,LARCENY,SPRING
36.835324,-75.98686,AUGUST,EVENING,HIT & RUN,SUMMER
36.835324,-75.98686,MARCH,MORNING,FRAUD,SPRING
36.73279,-75.986962,JUNE,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.73279,-75.986962,OCTOBER,NIGHT,LARCENY,FALL
36.742744,-75.986967,JULY,EVENING,ASSAULT,SUMMER
36.835978,-75.986985,JUNE,NIGHT,ASSAULT,SUMMER
36.835978,-75.986985,MARCH,NIGHT,LARCENY,SPRING
36.835978,-75.986985,JANUARY,MORNING,ASSAULT,WINTER
36.850253,-75.987013,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.850253,-75.987013,JULY,EVENING,LARCENY,SUMMER
36.850253,-75.987013,AUGUST,NIGHT,ASSAULT,SUMMER
36.850253,-75.987013,APRIL,NIGHT,ASSAULT,SPRING
36.884319,-75.98702,APRIL,NIGHT,FRAUD,SPRING
36.884319,-75.98702,MAY,AFTERNOON,ASSAULT,SPRING
36.884026,-75.987021,FEBRUARY,EVENING,LARCENY,WINTER
36.889732,-75.987034,DECEMBER,MORNING,LARCENY,WINTER
36.889732,-75.987034,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.889732,-75.987034,DECEMBER,MORNING,FRAUD,WINTER
36.837753,-75.98704,APRIL,NIGHT,HIT & RUN,SPRING
36.837753,-75.98704,APRIL,NIGHT,LARCENY,SPRING
36.837753,-75.98704,JUNE,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.837753,-75.98704,NOVEMBER,AFTERNOON,LARCENY,FALL
36.837753,-75.98704,AUGUST,EVENING,ASSAULT,SUMMER
36.837753,-75.98704,JULY,AFTERNOON,ASSAULT,SUMMER
36.837753,-75.98704,JUNE,AFTERNOON,HIT & RUN,SUMMER
36.849252,-75.987052,JULY,AFTERNOON,ASSAULT,SUMMER
36.849252,-75.987052,JUNE,NIGHT,LARCENY,SUMMER
36.835341,-75.987054,JANUARY,MORNING,FRAUD,WINTER
36.777687,-75.987139,MARCH,MORNING,FRAUD,SPRING
36.777687,-75.987139,JULY,MORNING,FRAUD,SUMMER
36.777687,-75.987139,OCTOBER,MORNING,LARCENY,FALL
36.777687,-75.987139,SEPTEMBER,NIGHT,ASSAULT,FALL
36.777687,-75.987139,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.777687,-75.987139,FEBRUARY,NIGHT,ASSAULT,WINTER
36.885391,-75.98718,AUGUST,MORNING,FRAUD,SUMMER
36.885391,-75.98718,DECEMBER,EVENING,HIT & RUN,WINTER
36.777642,-75.987181,JUNE,AFTERNOON,LARCENY,SUMMER
36.885374,-75.987272,JUNE,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.885374,-75.987272,MAY,NIGHT,ASSAULT,SPRING
36.885374,-75.987272,JUNE,EVENING,ASSAULT,SUMMER
36.885374,-75.987272,MARCH,MORNING,ASSAULT,SPRING
36.811043,-75.987275,AUGUST,NIGHT,ASSAULT,SUMMER
36.811043,-75.987275,APRIL,AFTERNOON,ASSAULT,SPRING
36.811043,-75.987275,JUNE,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.811043,-75.987275,FEBRUARY,EVENING,ASSAULT,WINTER
36.811043,-75.987275,JULY,MORNING,ASSAULT,SUMMER
36.811043,-75.987275,JUNE,NIGHT,LARCENY,SUMMER
36.798572,-75.987294,JANUARY,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.835352,-75.987381,MAY,NIGHT,ASSAULT,SPRING
36.835352,-75.987381,OCTOBER,NIGHT,LARCENY,FALL
36.835352,-75.987381,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.845083,-75.987391,JANUARY,MORNING,FRAUD,WINTER
36.747147,-75.987404,JULY,MORNING,FRAUD,SUMMER
36.747147,-75.987404,APRIL,NIGHT,LARCENY,SPRING
36.84507,-75.987464,MAY,MORNING,HIT & RUN,SPRING
36.84507,-75.987464,DECEMBER,EVENING,ASSAULT,WINTER
36.84507,-75.987464,JULY,AFTERNOON,HIT & RUN,SUMMER
36.84507,-75.987464,DECEMBER,MORNING,LARCENY,WINTER
36.84507,-75.987464,OCTOBER,MORNING,FRAUD,FALL
36.84507,-75.987464,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.84507,-75.987464,JULY,MORNING,ASSAULT,SUMMER
36.84507,-75.987464,JANUARY,MORNING,LARCENY,WINTER
36.84507,-75.987464,APRIL,MORNING,LARCENY,SPRING
36.84507,-75.987464,APRIL,AFTERNOON,LARCENY,SPRING
36.84507,-75.987464,JULY,NIGHT,ASSAULT,SUMMER
36.84507,-75.987464,SEPTEMBER,NIGHT,FRAUD,FALL
36.84507,-75.987464,JANUARY,MORNING,ASSAULT,WINTER
36.84507,-75.987464,JUNE,MORNING,LARCENY,SUMMER
36.84507,-75.987464,MARCH,AFTERNOON,LARCENY,SPRING
36.84507,-75.987464,MAY,MORNING,DESTRUCTION OF PROPERTY,SPRING
36.84507,-75.987464,MARCH,NIGHT,LARCENY,SPRING
36.84507,-75.987464,JULY,EVENING,ASSAULT,SUMMER
36.84507,-75.987464,DECEMBER,MORNING,FRAUD,WINTER
36.770204,-75.987466,AUGUST,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.770204,-75.987466,JANUARY,NIGHT,HIT & RUN,WINTER
36.767209,-75.987503,MARCH,EVENING,LARCENY,SPRING
36.782511,-75.987508,SEPTEMBER,AFTERNOON,LARCENY,FALL
36.782511,-75.987508,SEPTEMBER,MORNING,LARCENY,FALL
36.854481,-75.987652,AUGUST,NIGHT,LARCENY,SUMMER
36.854481,-75.987652,FEBRUARY,AFTERNOON,ASSAULT,WINTER
36.854481,-75.987652,NOVEMBER,NIGHT,HIT & RUN,FALL
36.854481,-75.987652,DECEMBER,EVENING,LARCENY,WINTER
36.854481,-75.987652,JULY,NIGHT,ASSAULT,SUMMER
36.766952,-75.987688,SEPTEMBER,MORNING,FRAUD,FALL
36.766952,-75.987688,FEBRUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.766952,-75.987688,APRIL,MORNING,LARCENY,SPRING
36.87948,-75.987691,FEBRUARY,AFTERNOON,LARCENY,WINTER
36.87948,-75.987691,AUGUST,NIGHT,LARCENY,SUMMER
36.857707,-75.987768,SEPTEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.857707,-75.987768,JANUARY,MORNING,LARCENY,WINTER
36.857707,-75.987768,DECEMBER,AFTERNOON,ASSAULT,WINTER
36.857707,-75.987768,APRIL,AFTERNOON,LARCENY,SPRING
36.857707,-75.987768,MAY,NIGHT,ASSAULT,SPRING
36.857707,-75.987768,SEPTEMBER,EVENING,LARCENY,FALL
36.857707,-75.987768,JANUARY,NIGHT,HIT & RUN,WINTER
36.887354,-75.987799,NOVEMBER,NIGHT,LARCENY,FALL
36.649496,-75.988053,OCTOBER,MORNING,LARCENY,FALL
36.837608,-75.988055,NOVEMBER,AFTERNOON,LARCENY,FALL
36.814445,-75.988071,JUNE,MORNING,LARCENY,SUMMER
36.814445,-75.988071,JULY,MORNING,LARCENY,SUMMER
36.814445,-75.988071,JULY,AFTERNOON,HIT & RUN,SUMMER
36.814445,-75.988071,JULY,MORNING,HIT & RUN,SUMMER
36.814445,-75.988071,JULY,AFTERNOON,LARCENY,SUMMER
36.814445,-75.988071,AUGUST,MORNING,FRAUD,SUMMER
36.814445,-75.988071,JUNE,AFTERNOON,LARCENY,SUMMER
36.814445,-75.988071,JUNE,AFTERNOON,HIT & RUN,SUMMER
36.814445,-75.988071,AUGUST,EVENING,LARCENY,SUMMER
36.814445,-75.988071,AUGUST,AFTERNOON,ASSAULT,SUMMER
36.814445,-75.988071,AUGUST,MORNING,LARCENY,SUMMER
36.814445,-75.988071,JULY,AFTERNOON,ASSAULT,SUMMER
36.814445,-75.988071,AUGUST,AFTERNOON,LARCENY,SUMMER
36.814445,-75.988071,JULY,EVENING,ASSAULT,SUMMER
36.814445,-75.988071,JULY,EVENING,LARCENY,SUMMER
36.814445,-75.988071,SEPTEMBER,AFTERNOON,ASSAULT,FALL
36.814445,-75.988071,SEPTEMBER,EVENING,LARCENY,FALL
36.854191,-75.988073,FEBRUARY,MORNING,ASSAULT,WINTER
36.854191,-75.988073,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.854191,-75.988073,JUNE,AFTERNOON,LARCENY,SUMMER
36.854191,-75.988073,JUNE,AFTERNOON,ASSAULT,SUMMER
36.854191,-75.988073,MARCH,NIGHT,HIT & RUN,SPRING
36.854191,-75.988073,AUGUST,MORNING,LARCENY,SUMMER
36.850624,-75.988076,MARCH,MORNING,DESTRUCTION OF PROPERTY,SPRING
36.89362,-75.988196,MARCH,NIGHT,LARCENY,SPRING
36.810986,-75.988295,SEPTEMBER,NIGHT,ASSAULT,FALL
36.810986,-75.988295,NOVEMBER,NIGHT,LARCENY,FALL
36.810986,-75.988295,APRIL,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.810986,-75.988295,NOVEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.810986,-75.988295,AUGUST,NIGHT,HIT & RUN,SUMMER
36.810986,-75.988295,NOVEMBER,AFTERNOON,LARCENY,FALL
36.848204,-75.988394,MAY,AFTERNOON,HIT & RUN,SPRING
36.848204,-75.988394,SEPTEMBER,MORNING,FRAUD,FALL
36.848204,-75.988394,MAY,EVENING,LARCENY,SPRING
36.848204,-75.988394,MAY,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.889321,-75.988408,JUNE,EVENING,ASSAULT,SUMMER
36.853207,-75.988425,FEBRUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.853207,-75.988425,AUGUST,AFTERNOON,LARCENY,SUMMER
36.777907,-75.988444,FEBRUARY,MORNING,FRAUD,WINTER
36.856222,-75.988476,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.856222,-75.988476,OCTOBER,MORNING,FRAUD,FALL
36.766763,-75.988491,JULY,MORNING,FRAUD,SUMMER
36.766763,-75.988491,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.774527,-75.988533,AUGUST,AFTERNOON,ASSAULT,SUMMER
36.774527,-75.988533,MARCH,MORNING,HIT & RUN,SPRING
36.853261,-75.988581,NOVEMBER,EVENING,HIT & RUN,FALL
36.889292,-75.988643,SEPTEMBER,MORNING,LARCENY,FALL
36.889292,-75.988643,JUNE,NIGHT,LARCENY,SUMMER
36.889292,-75.988643,JULY,MORNING,FRAUD,SUMMER
36.889292,-75.988643,JUNE,EVENING,LARCENY,SUMMER
36.889292,-75.988643,MARCH,AFTERNOON,LARCENY,SPRING
36.889292,-75.988643,AUGUST,MORNING,ASSAULT,SUMMER
36.889292,-75.988643,SEPTEMBER,MORNING,DESTRUCTION OF PROPERTY,FALL
36.889292,-75.988643,MARCH,AFTERNOON,ASSAULT,SPRING
36.793456,-75.988673,DECEMBER,EVENING,LARCENY,WINTER
36.793456,-75.988673,APRIL,MORNING,DESTRUCTION OF PROPERTY,SPRING
36.793456,-75.988673,DECEMBER,NIGHT,LARCENY,WINTER
36.793456,-75.988673,FEBRUARY,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.890343,-75.988697,FEBRUARY,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.808272,-75.988702,DECEMBER,AFTERNOON,LARCENY,WINTER
36.836352,-75.988747,APRIL,NIGHT,LARCENY,SPRING
36.836352,-75.988747,APRIL,AFTERNOON,FRAUD,SPRING
36.836352,-75.988747,OCTOBER,MORNING,FRAUD,FALL
36.763287,-75.98879,AUGUST,AFTERNOON,HIT & RUN,SUMMER
36.763287,-75.98879,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.750278,-75.988815,APRIL,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.750278,-75.988815,JUNE,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.750278,-75.988815,APRIL,EVENING,ASSAULT,SPRING
36.750278,-75.988815,MAY,AFTERNOON,HIT & RUN,SPRING
36.754897,-75.988878,OCTOBER,MORNING,LARCENY,FALL
36.743728,-75.988881,JULY,AFTERNOON,FRAUD,SUMMER
36.742342,-75.988915,DECEMBER,NIGHT,LARCENY,WINTER
36.742342,-75.988915,SEPTEMBER,AFTERNOON,LARCENY,FALL
36.896732,-75.988975,AUGUST,NIGHT,LARCENY,SUMMER
36.837384,-75.988991,OCTOBER,EVENING,LARCENY,FALL
36.837384,-75.988991,OCTOBER,NIGHT,LARCENY,FALL
36.837384,-75.988991,OCTOBER,EVENING,DESTRUCTION OF PROPERTY,FALL
36.852482,-75.989029,APRIL,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.852482,-75.989029,JUNE,MORNING,LARCENY,SUMMER
36.852482,-75.989029,FEBRUARY,AFTERNOON,DESTRUCTION OF PROPERTY,WINTER
36.852482,-75.989029,JULY,NIGHT,LARCENY,SUMMER
36.852482,-75.989029,AUGUST,NIGHT,LARCENY,SUMMER
36.852482,-75.989029,JANUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.852482,-75.989029,APRIL,NIGHT,LARCENY,SPRING
36.852482,-75.989029,FEBRUARY,MORNING,LARCENY,WINTER
36.852482,-75.989029,OCTOBER,AFTERNOON,ASSAULT,FALL
36.852482,-75.989029,NOVEMBER,NIGHT,LARCENY,FALL
36.852482,-75.989029,DECEMBER,MORNING,HIT & RUN,WINTER
36.852482,-75.989029,MAY,NIGHT,LARCENY,SPRING
36.852482,-75.989029,OCTOBER,NIGHT,LARCENY,FALL
36.807392,-75.989056,SEPTEMBER,MORNING,FRAUD,FALL
36.805043,-75.989056,JUNE,MORNING,LARCENY,SUMMER
36.805043,-75.989056,AUGUST,EVENING,ASSAULT,SUMMER
36.848313,-75.989099,MARCH,AFTERNOON,LARCENY,SPRING
36.877467,-75.98914,DECEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,WINTER
36.891342,-75.989181,JANUARY,NIGHT,LARCENY,WINTER
36.849137,-75.989226,NOVEMBER,AFTERNOON,LARCENY,FALL
36.849137,-75.989226,SEPTEMBER,NIGHT,FRAUD,FALL
36.849137,-75.989226,FEBRUARY,NIGHT,HIT & RUN,WINTER
36.809696,-75.989231,JUNE,NIGHT,LARCENY,SUMMER
36.809696,-75.989231,FEBRUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.880068,-75.989287,OCTOBER,MORNING,FRAUD,FALL
36.89772,-75.98929,MARCH,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.89772,-75.98929,JUNE,MORNING,HIT & RUN,SUMMER
36.89772,-75.98929,NOVEMBER,MORNING,FRAUD,FALL
36.892375,-75.9893,DECEMBER,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.874503,-75.989366,JUNE,EVENING,DESTRUCTION OF PROPERTY,SUMMER
36.796276,-75.989418,MARCH,AFTERNOON,LARCENY,SPRING
36.89236,-75.98942,MAY,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.89236,-75.98942,MAY,AFTERNOON,LARCENY,SPRING
36.880038,-75.989431,APRIL,AFTERNOON,ASSAULT,SPRING
36.893401,-75.989572,MARCH,EVENING,LARCENY,SPRING
36.893401,-75.989572,MARCH,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.88471,-75.989596,JUNE,EVENING,HIT & RUN,SUMMER
36.88471,-75.989596,JULY,NIGHT,LARCENY,SUMMER
36.88471,-75.989596,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.848145,-75.989619,MAY,NIGHT,LARCENY,SPRING
36.848145,-75.989619,APRIL,EVENING,LARCENY,SPRING
36.848145,-75.989619,OCTOBER,EVENING,DESTRUCTION OF PROPERTY,FALL
36.848145,-75.989619,MARCH,NIGHT,HIT & RUN,SPRING
36.733814,-75.989653,MAY,MORNING,ASSAULT,SPRING
36.733814,-75.989653,JUNE,MORNING,LARCENY,SUMMER
36.751634,-75.989667,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.751634,-75.989667,MAY,MORNING,ASSAULT,SPRING
36.81088,-75.989687,DECEMBER,EVENING,HIT & RUN,WINTER
36.81088,-75.989687,JANUARY,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.81088,-75.989687,OCTOBER,AFTERNOON,LARCENY,FALL
36.81088,-75.989687,JUNE,NIGHT,LARCENY,SUMMER
36.762746,-75.989706,MARCH,AFTERNOON,LARCENY,SPRING
36.836302,-75.989797,APRIL,MORNING,DESTRUCTION OF PROPERTY,SPRING
36.851097,-75.989841,JUNE,MORNING,ASSAULT,SUMMER
36.894415,-75.989867,JANUARY,NIGHT,LARCENY,WINTER
36.894415,-75.989867,APRIL,NIGHT,HIT & RUN,SPRING
36.837047,-75.990035,SEPTEMBER,AFTERNOON,LARCENY,FALL
36.837047,-75.990035,MAY,MORNING,ASSAULT,SPRING
36.807614,-75.990063,JANUARY,AFTERNOON,LARCENY,WINTER
36.807614,-75.990063,NOVEMBER,EVENING,LARCENY,FALL
36.854822,-75.990068,MAY,EVENING,HIT & RUN,SPRING
36.854822,-75.990068,MARCH,MORNING,FRAUD,SPRING
36.895431,-75.990125,AUGUST,NIGHT,HIT & RUN,SUMMER
36.852053,-75.990203,JUNE,NIGHT,ASSAULT,SUMMER
36.852053,-75.990203,OCTOBER,MORNING,FRAUD,FALL
36.852053,-75.990203,FEBRUARY,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.852053,-75.990203,JANUARY,MORNING,FRAUD,WINTER
36.852053,-75.990203,JULY,NIGHT,ASSAULT,SUMMER
36.852053,-75.990203,SEPTEMBER,MORNING,FRAUD,FALL
36.90103,-75.99024,JULY,NIGHT,FRAUD,SUMMER
36.895406,-75.990287,SEPTEMBER,NIGHT,DESTRUCTION OF PROPERTY,FALL
36.770173,-75.990363,DECEMBER,AFTERNOON,FRAUD,WINTER
36.838506,-75.990475,JANUARY,MORNING,LARCENY,WINTER
36.838506,-75.990475,SEPTEMBER,NIGHT,ASSAULT,FALL
36.838506,-75.990475,OCTOBER,NIGHT,DESTRUCTION OF PROPERTY,FALL
36.838506,-75.990475,AUGUST,NIGHT,LARCENY,SUMMER
36.838506,-75.990475,FEBRUARY,NIGHT,ASSAULT,WINTER
36.838506,-75.990475,MAY,EVENING,ASSAULT,SPRING
36.838506,-75.990475,MARCH,NIGHT,ASSAULT,SPRING
36.838506,-75.990475,AUGUST,NIGHT,ASSAULT,SUMMER
36.838506,-75.990475,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.838506,-75.990475,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.896683,-75.990476,AUGUST,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.896683,-75.990476,MARCH,MORNING,HIT & RUN,SPRING
36.883992,-75.990531,MARCH,MORNING,ASSAULT,SPRING
36.79371,-75.99055,MAY,EVENING,DESTRUCTION OF PROPERTY,SPRING
36.79371,-75.99055,JUNE,NIGHT,LARCENY,SUMMER
36.775969,-75.990582,NOVEMBER,NIGHT,LARCENY,FALL
36.775969,-75.990582,OCTOBER,NIGHT,FRAUD,FALL
36.775969,-75.990582,OCTOBER,NIGHT,LARCENY,FALL
36.775969,-75.990582,JUNE,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.848522,-75.990597,JULY,AFTERNOON,ASSAULT,SUMMER
36.848522,-75.990597,AUGUST,AFTERNOON,ASSAULT,SUMMER
36.848522,-75.990597,DECEMBER,EVENING,ASSAULT,WINTER
36.848647,-75.990601,DECEMBER,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.848647,-75.990601,JANUARY,NIGHT,LARCENY,WINTER
36.848647,-75.990601,JANUARY,MORNING,ASSAULT,WINTER
36.849214,-75.990617,DECEMBER,NIGHT,ASSAULT,WINTER
36.849214,-75.990617,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.849214,-75.990617,JANUARY,MORNING,FRAUD,WINTER
36.849732,-75.990628,JUNE,NIGHT,ASSAULT,SUMMER
36.849732,-75.990628,JULY,NIGHT,ASSAULT,SUMMER
36.849732,-75.990628,JULY,NIGHT,LARCENY,SUMMER
36.896446,-75.990642,JULY,MORNING,LARCENY,SUMMER
36.896446,-75.990642,APRIL,MORNING,FRAUD,SPRING
36.755663,-75.990659,MAY,EVENING,LARCENY,SPRING
36.807728,-75.990703,AUGUST,AFTERNOON,LARCENY,SUMMER
36.807728,-75.990703,JULY,EVENING,ASSAULT,SUMMER
36.807728,-75.990703,JULY,EVENING,LARCENY,SUMMER
36.807728,-75.990703,AUGUST,MORNING,LARCENY,SUMMER
36.807728,-75.990703,DECEMBER,EVENING,LARCENY,WINTER
36.807728,-75.990703,JUNE,NIGHT,LARCENY,SUMMER
36.807728,-75.990703,OCTOBER,NIGHT,LARCENY,FALL
36.807728,-75.990703,AUGUST,EVENING,ASSAULT,SUMMER
36.807728,-75.990703,JUNE,MORNING,LARCENY,SUMMER
36.807728,-75.990703,DECEMBER,NIGHT,LARCENY,WINTER
36.807728,-75.990703,JANUARY,EVENING,ASSAULT,WINTER
36.807728,-75.990703,JULY,NIGHT,LARCENY,SUMMER
36.807728,-75.990703,JULY,MORNING,LARCENY,SUMMER
36.807728,-75.990703,SEPTEMBER,EVENING,LARCENY,FALL
36.807728,-75.990703,JULY,AFTERNOON,LARCENY,SUMMER
36.807728,-75.990703,MAY,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.807728,-75.990703,MAY,EVENING,ASSAULT,SPRING
36.807728,-75.990703,NOVEMBER,NIGHT,LARCENY,FALL
36.807728,-75.990703,APRIL,NIGHT,LARCENY,SPRING
36.807728,-75.990703,MARCH,EVENING,ASSAULT,SPRING
36.807728,-75.990703,MARCH,AFTERNOON,LARCENY,SPRING
36.807728,-75.990703,SEPTEMBER,NIGHT,LARCENY,FALL
36.807728,-75.990703,MAY,NIGHT,LARCENY,SPRING
36.807728,-75.990703,AUGUST,EVENING,LARCENY,SUMMER
36.807728,-75.990703,MAY,MORNING,LARCENY,SPRING
36.807728,-75.990703,OCTOBER,NIGHT,ASSAULT,FALL
36.807728,-75.990703,AUGUST,NIGHT,LARCENY,SUMMER
36.807728,-75.990703,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.807728,-75.990703,JANUARY,AFTERNOON,ASSAULT,WINTER
36.807728,-75.990703,JULY,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.807728,-75.990703,NOVEMBER,EVENING,LARCENY,FALL
36.807728,-75.990703,JUNE,NIGHT,ASSAULT,SUMMER
36.807728,-75.990703,FEBRUARY,EVENING,HIT & RUN,WINTER
36.847718,-75.990772,SEPTEMBER,MORNING,LARCENY,FALL
36.85004,-75.990796,APRIL,MORNING,FRAUD,SPRING
36.85004,-75.990796,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.85004,-75.990796,APRIL,MORNING,LARCENY,SPRING
36.840214,-75.9908,NOVEMBER,MORNING,LARCENY,FALL
36.840214,-75.9908,APRIL,MORNING,LARCENY,SPRING
36.840214,-75.9908,OCTOBER,AFTERNOON,ASSAULT,FALL
36.840214,-75.9908,AUGUST,NIGHT,ASSAULT,SUMMER
36.840214,-75.9908,NOVEMBER,MORNING,ASSAULT,FALL
36.840214,-75.9908,DECEMBER,NIGHT,ASSAULT,WINTER
36.840214,-75.9908,DECEMBER,NIGHT,LARCENY,WINTER
36.840214,-75.9908,JULY,MORNING,DESTRUCTION OF PROPERTY,SUMMER
36.840214,-75.9908,FEBRUARY,NIGHT,LARCENY,WINTER
36.840214,-75.9908,AUGUST,NIGHT,LARCENY,SUMMER
36.840214,-75.9908,SEPTEMBER,MORNING,FRAUD,FALL
36.903086,-75.990811,JUNE,AFTERNOON,DESTRUCTION OF PROPERTY,SUMMER
36.772424,-75.990882,FEBRUARY,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.772424,-75.990882,MAY,NIGHT,LARCENY,SPRING
36.772424,-75.990882,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.772424,-75.990882,JULY,MORNING,FRAUD,SUMMER
36.858002,-75.990949,SEPTEMBER,NIGHT,LARCENY,FALL
36.858002,-75.990949,OCTOBER,NIGHT,LARCENY,FALL
36.858002,-75.990949,MAY,NIGHT,FRAUD,SPRING
36.858002,-75.990949,MAY,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.667654,-75.990967,JULY,MORNING,FRAUD,SUMMER
36.851505,-75.990971,JULY,NIGHT,LARCENY,SUMMER
36.851505,-75.990971,MAY,NIGHT,DESTRUCTION OF PROPERTY,SPRING
36.851505,-75.990971,MAY,NIGHT,LARCENY,SPRING
36.851505,-75.990971,JULY,AFTERNOON,HIT & RUN,SUMMER
36.851505,-75.990971,MAY,EVENING,HIT & RUN,SPRING
36.898478,-75.990981,DECEMBER,NIGHT,LARCENY,WINTER
36.841034,-75.990988,SEPTEMBER,NIGHT,LARCENY,FALL
36.772487,-75.991012,DECEMBER,MORNING,ASSAULT,WINTER
36.772487,-75.991012,DECEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,WINTER
36.772487,-75.991012,APRIL,AFTERNOON,ASSAULT,SPRING
36.857125,-75.99113,DECEMBER,NIGHT,DESTRUCTION OF PROPERTY,WINTER
36.857125,-75.99113,MARCH,MORNING,LARCENY,SPRING
36.857125,-75.99113,FEBRUARY,EVENING,FRAUD,WINTER
36.857125,-75.99113,JANUARY,MORNING,HIT & RUN,WINTER
36.857125,-75.99113,APRIL,AFTERNOON,DESTRUCTION OF PROPERTY,SPRING
36.857125,-75.99113,DECEMBER,MORNING,DESTRUCTION OF PROPERTY,WINTER
36.857125,-75.99113,APRIL,EVENING,FRAUD,SPRING
36.857125,-75.99113,NOVEMBER,AFTERNOON,LARCENY,FALL
36.857125,-75.99113,JULY,EVENING,HIT & RUN,SUMMER
36.837538,-75.991147,MAY,NIGHT,HIT & RUN,SPRING
36.839014,-75.991204,JUNE,NIGHT,ASSAULT,SUMMER
36.839014,-75.991204,JUNE,MORNING,FRAUD,SUMMER
36.839014,-75.991204,JANUARY,AFTERNOON,ASSAULT,WINTER
36.839014,-75.991204,MARCH,EVENING,LARCENY,SPRING
36.828084,-75.99124,NOVEMBER,MORNING,LARCENY,FALL
36.828084,-75.99124,JANUARY,MORNING,LARCENY,WINTER
36.905191,-75.99125,JULY,NIGHT,DESTRUCTION OF PROPERTY,SUMMER
36.873386,-75.991293,FEBRUARY,NIGHT,LARCENY,WINTER
36.899473,-75.99137,JANUARY,NIGHT,LARCENY,WINTER
36.838878,-75.991392,SEPTEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
36.838878,-75.991392,DECEMBER,EVENING,DESTRUCTION OF PROPERTY,WINTER
36.838878,-75.991392,NOVEMBER,AFTERNOON,DESTRUCTION OF PROPERTY,FALL
